x,corp_code,corp_name,stock_code,modify_date,corp_name_eng,stock_name,ceo_nm,corp_cls,jurir_no,bizr_no,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,acc_mt
32,00103130,(주)엔케이물산,009810,20200103,"NK Mulsan Co., Ltd.",엔케이물산,김성곤,Y,1101110286412,1068130984,"서울특별시 광진구 광나루로56길 85 10층(구의동, 테크노마트21)",nk-ms.com,,02-2156-5378,02-6670-0870,467,19740417,12
33,00162461,한화솔루션(주),009830,20200115,HANWHA SOLUTIONS CORPORATION,한화솔루션,"이구영, 김희철, 류두형",Y,1101110360935,2028116577,서울특별시 중구 청계천로 86 한화빌딩,hcc.hanwha.co.kr,,02-729-2700,02-729-2731,20111,19740427,12
34,00128980,삼호개발(주),010960,20191209,SAMHO DEVELOPMENT CO,삼호개발,"김락중, 심재범",Y,1101110190340,2208114806,충청남도 당진시  면천면 면천로 183,www.samhodev.co.kr/,,02-2046-7722,02-556-5777,421,19760115,12
35,00118521,진원생명과학(주),011000,20191206,"GeneOne Life Science, Inc.",진원생명과학,박영근,Y,1101110191562,1208114898,서울특별시 강남구 학동로 343 더피나클강남 10층,www.genels.com,,02-6004-3500,02-557-6784,212,19760127,12
36,00101549,경동제약(주),011040,20191204,KyungdongPharm,경동제약,"류덕희, 류기성",K,1201110003765,1248135518,경기도 화성시  양감면 제약단지로 224-3,www.kdpharma.co.kr,,02  -576 -6121,02-577-5195,21210,19760212,12
37,00136271,주식회사 신성이엔지,011930,20191218,"SHINSUNG E&G Co.,LTD.",신성이엔지,"이지선, 안윤수",Y,1301110008664,1348103352,경기도 성남시 분당구  대왕판교로395번길 8 (백현동 404-1) 신성솔라에너지,www.shinsungeng.com,,031-788-9500,031-788-9290,2612,19770120,12
38,00163345,(주) DB Inc.,012030,20190401,DB Inc.,DB,"문덕식,강운식 (각자 대표이사)",Y,1101110210859,2118119938,서울특별시 강남구 삼성로96길 23 7층,www.dbinc.co.kr,,02-2136-6000,02-2136-6007,62021,19770315,12
39,00139083,아진산업(주),013310,20190228,"A-JIN INDUSTRY CO.,LTD",아진산업,서중호,K,1701110008913,5158107635,경상북도 경산시 진량읍 공단8로26길 40,www.wamc.co.kr,,053-856-9100,0507-883-8110,303,19780531,12
40,00146232,일성건설(주),013360,20200114,"ILSUNG CONSTRUCTION CO.,LTD",일성건설,유필상,Y,1101110234776,1058129640,"인천광역시 남동구  인하로507번길 80 (구월동, 태광프라자402호)",www.ilsungconst.co.kr,,032-429-3270,719-3474,41221,19780623,12
41,00161116,(주)한라,014790,20190329,Halla Corporation,한라,이석민,Y,1101110274699,2158140656,서울특별시 송파구 올림픽로 289,www.halla.co.kr,,02-3434-5114,3434-5131,41221,19800502,12
42,00132637,동원시스템즈(주),014820,20191128,Dongwon Systems Corporation,동원시스템즈,조점근,Y,1341110011712,1238115163,"경기도 성남시 중원구 갈마치로 302 에이-607호(상대원동, 성남우림라이온스밸리5차)",dongwonsystems.com/,,02-589-4700,02-589-4760,222,19800510,12
43,00104856,삼성증권(주),016360,20200114,"SAMSUNG SECURITIES CO.,LTD",삼성증권,장석훈,Y,1101110335649,2028148588,서울특별시 서초구 서초대로74길 11 (서초동),www.samsungpop.com,,02-2020-8000,02)2020-8077,66121,19821019,12
44,00115676,동부제철(주),016380,20191210,"DONGBU STEEL CO.,LTD",동부제철,이세철,Y,1101110393308,1208142676,서울특별시 중구 한강대로 416 서울스퀘어 7층,www.kgdongbusteel.co.kr,,02-3450-8027,02)3450-8086,24122,19821027,12
45,00164724,현대엘리베이터(주),017800,20190916,"HYUNDAI ELEVATOR CO.,LTD",현대엘리베이터,송승봉,Y,1344110001519,1268104267,경기도 이천시  부발읍 경충대로 2091 현대엘리베이터(주),www.hyundaielevator.co.kr,,031-644-5114,031-637-6138,29162,19840523,12
46,00155355,(주)풀무원,017810,20190529,"Pulmuone Co., Ltd",풀무원,이효율,Y,1101110375439,3158101744,충청북도 음성군 대소면 삼양로 730-27,www.pulmuone.co.kr,,043-879-4500,02-2040-4899,10799,19840531,12
47,00110750,(주)리더스 기술투자,019570,20190909,"Leaders Technology Investment Co.,Ltd",리더스 기술투자,나용선,K,1101110511588,1168116053,"서울특별시 강남구 테헤란로4길 14 미림타워 13층(역삼동,미림타워)",www.geminivc.co.kr,,02-2051-9640,02-2051-9639,64209,19861127,03
48,00136642,엠벤처투자(주),019590,20191220,"M-VENTURE INVESTMENT, INC.",엠벤처투자,"홍성혁, 천승욱",K,1101110512049,1168115961,서울특별시 강남구  테헤란로87길 36 도심공항타워 2503호,www.m-vc.co.kr,,02  -6000-5537,02-6000-5659,64209,19861202,12
49,00159731,글로본(주),019660,20190719,"GLOBON CO., LTD.",글로본,한상호,K,1101110514011,1168116261,서울특별시 강남구 도산대로 331 -,www.globon.co.kr,,031-698-7300,02-6934-0801,468,19861220,12
50,00159500,(주)한국종합기술,023350,20191210,Korea Engineering Consultants Corp.,한국종합기술,이상민,Y,1101110038326,1298120591,경기도 성남시 중원구 산성대로476번길 6 (금광동),www.kecc.co.kr,,02-2049-2517,02)2049-5100,72121,19630309,12
51,00184667,유진기업(주),023410,20190329,EUGENE Corporation,유진기업,최종성,K,1101110376148,1308122624,경기도 부천시 오정구  석천로 457,www.eugenes.co.kr,,02-3704-3300,02-3704-5729,23322,19840613,12
52,00155586,(주)피에스엠씨,024850,20190705,"PSMC Co., Ltd",피에스엠씨,강대균,K,1101110234312,1168116183,경기도 화성시 향남읍 발안공단로4길 16 구문천리 928,www.psmc.co.kr,,031-522-3700,031-522-3716,2629,19780616,03
53,00157636,(주)케이피에프,024880,20200109,KPF,케이피에프,"송무현, 김형노",K,1301110010841,1348102988,경기도 성남시 분당구 운중로 136 판교송현타워,www.kpf.co.kr,,043-849-1114,02  -818 -8779,259,19631031,12
54,00112022,대원화성(주),024890,20190228,"DAEWON CHEMICAL CO.,LTD",대원화성,강동엽,Y,1101110165393,2048136263,서울특별시 강남구 봉은사로 327 궁도빌딩 13층,www.daewon21.co.kr,,031-372-3992,031-372-3995,22214,19740523,12
55,00186939,(주)특수건설,026150,20191213,TuksuConstruction,특수건설,"김중헌, 김도헌 (각자 대표이사)",K,1101110115885,2038146827,서울특별시 서초구 서운로 7 -,www.tuksu.co.kr,,02-590-6400,02-590-6440,412,19710531,12
56,00148276,(주)제일기획,030000,20190228,Cheil Worldwide Inc,제일기획,유정근,Y,1101110139017,2028145960,서울특별시 용산구  이태원로 222 제일기획,www.cheil.co.kr,,02-3780-2114,02-3780-2462,71310,19730117,12
57,00158325,나이스평가정보(주),030190,20200102,"NICE Information Service Co., Ltd.",NICE평가정보,신희부,K,1101110393283,1168115020,서울특별시 영등포구 은행로 17 NICE 그룹1사옥,www.niceinfo.co.kr,www.niceinfo.co.kr,02-2122-4000,02-2122-4111,63991,19850228,12
58,00378628,(주)케이에이치바텍,060720,20200107,"KH VATEC Co., LTD",KH바텍,남광희,K,1760110007234,5138106659,경상북도 구미시  1공단로10길 53-12 (주)KH바텍,www.khvatec.com,,054-465-0630,054-465-0345,2629,19921123,12
59,00367695,(주)케이알피앤이,060900,20191206,Korea Renewable Power & Energy Corporation,케이알피앤이,신동희(단독대표이사),K,1101111384075,2208143198,경기도 성남시 분당구 대왕판교로 660 유스페이스1 A동 603호,www.krpne.com,www.pacificbio.co.kr,02-6917-5300,02-3445-5301,192,19970228,12
60,00299002,(주)한라홀딩스,060980,20190514,Halla Holdings Corporation,한라홀딩스,"홍석화, 최경선 ",Y,1313110030042,1258130627,경기도 용인시 기흥구 기흥단지로 46 -,www.hallaholdings.com,,02-3434-6363,02-526-0555,64992,19991127,12
61,00309831,(주)알에프텍,061040,20190510,"RFTECH CO., LTD",알에프텍,이진형,K,1350110045639,1358119560,경기도 용인시 처인구  원삼면 죽양대로1763번길 60 알에프텍,www.rftech.co.kr,,031-322-1114,031-322-2366,2642,19950222,12
62,00188973,화일약품(주),061250,20190903,"HWAIL PHARM. CO., LTD",화일약품,"조중명,박필준",K,1344110000719,1248127624,경기도 화성시 향남읍 제약공단3길 57,www.hwail.com,,031-628-3520,02)561-4897,212,19801118,12
63,00412348,엘비세미콘(주),061970,20191209,"LB SEMICON CO., LTD.",엘비세미콘,박노만,K,1311110046291,1298132684,경기도 평택시 청북면 청북산단로 138,www.lbsemicon.com,,031-680-1600,031-680-1798,2612,20000210,12
64,00261887,(주)티엘아이,062860,20191216,TLIInc.,티엘아이,"김달수, 신윤홍",K,1311110035640,1298126130,"경기도 성남시 중원구 양현로 405번길 12 티엘아이빌딩 7층, 8층, 9층 10층",www.tli.co.kr,,031-784-6800,031-784-6989,2611,19981028,12
65,00403766,(주)피피아이,062970,20191226,PPI. INC,피피아이,김진봉,K,2001110105176,4098149801,광주광역시 북구 첨단과기로 345,www.ppitek.com,www.ppitek.com,062-972-0116,062-972-0117,26410,19990921,12
66,00535746,(주)게임빌,063080,20190520,GAMEVIL. INC,게임빌,송병준,K,1101111848914,1198134778,서울특별시 금천구 가산디지털1로 131 에이동 (가산동),www.gamevil.com,,02-876-5252,02-874-6729,582,20000110,12
67,00390055,(주)종근당바이오,063160,20190923,CKD Bio Corp.,종근당바이오,이정진,Y,1101112373308,1108153652,서울특별시 서대문구  충정로 8,www.ckdbio.com,,02-2194-0555,02-2194-0556,212,20011112,12
68,00410915,(주)서울옥션,063170,20190227,SeoulAuctionCo.Ltd..,서울옥션,이옥경,K,1101111627011,1018146818,서울 종로구 평창동 98,www.seoulauction.com,,02-395-0330~4,02-395-4419,4610,19981230,12
69,00367604,(주)에스엠라이프디자인그룹,063440,20191129,"SM Life Design Group Co., Ltd.",SM Life Design,신숭복,K,1101111626063,1138150713,경기도 파주시 직지길 376,smlifedesign.com,,031-955-7171,031-955-7163,182,19981229,12
70,00363769,한국전자금융(주),063570,20191231,"NICE Total Cash Management Co., Ltd",한국전자금융,구자성,K,1101111848980,2148645634,서울특별시 영등포구 국회대로66길 9 NICE2사옥,www.nicetcm.co.kr,,02-2122-5400,02-2122-5513,759,20000111,12
71,00374020,(주)이엘피,063760,20190225,ELP Corp.,이엘피,이재혁,K,1101111790834,2148640186,경기도 화성시 삼성1로5길 36,www.elp.co.kr,http://www.elp.co.kr,031-8036-5800,031-8036-5803,27212,19991016,12
72,00390408,(주)에프앤리퍼블릭,064090,20200114,"FN REPUBLIC Co., Ltd",에프앤리퍼블릭,오창근,K,1243110033334,1308132739,서울특별시 강남구 봉은사로 214 8F(역삼동),www.fnrepublic.com,,032-326-8052,032-327-0776,468,19910930,12
73,00385336,(주)홈캐스트,064240,20190108,"homecast CO., LTD.",홈캐스트,권영철,K,1101111954513,2158191010,서울특별시 강남구 언주로 726 두산빌딩 14층(논현동),www.homecast.net,,02-3400-8300,02-3445-8782,26519,20000427,12
74,00389970,(주)다날,064260,20191212,"DANAL CO., LTD.",다날,박상만,K,1101111435810,1138144055,"경기도 성남시 분당구 분당로 55, 9층(서현동, 분당퍼스트타워)",www.danal.co.kr,,031-697-1004,031-697-1460,582,19970704,12
75,00479787,(주)인텍플러스,064290,20191127,"INTEKPLUS CO., LTD",인텍플러스,이상윤,K,1101111204637,1058174771,대전광역시 유성구  테크노2로 263 (주)인텍플러스,www.intekplus.com,,042-930-9900,042-930-9999,292,19951013,12
76,00302926,현대로템(주),064350,20191204,Hyundai-Rotem Co.,현대로템,이용배,Y,1942110036336,6098137486,경상남도 창원시 의창구  창원대로 488,www.hyundai-rotem.co.kr,,055-273-1341,02-3464-7581,31201,19990701,12
77,00359076,(주)브리지텍,064480,20190524,BRIDGETECCorp.,브리지텍,신경식,K,1101111143950,1168153835,"서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워 17,18층",www.bridgetec.co.kr,,02-3430-4114,02-564-9980,58221,19950331,12
78,00127699,(주)에코마이스터,064510,20191210,"ECOMAISTER CO,.LTD",에코마이스터,"오상윤, 김종원(각자대표이사)",K,1244110001264,1378107056,인천광역시 서구 정서진로 117,www.ecomaister.com/,,032-576-0501,032)575-4762,292,19820805,12
79,00370255,(주)바른전자,064520,20191230,"Barun Electronics Co., Ltd.",바른전자,안영민,K,1211110060136,1308155315,경기도 화성시  동탄면 경기동로 548,www.bec.co.kr,,031-8020-6000,031-8020-6110,2612,19980217,12
80,00326731,(주)바이오니아,064550,20190328,BIONEERCORPORATION,바이오니아,박한오,K,1601110032542,3018127217,대전광역시 대덕구  문평서로 8-11 (주)바이오니아,www.bioneer.co.kr,,042-936-8500,042-930-8600,21300,19920828,12
81,00245472,(주)티씨케이,064760,20190514,"TOKAI CARBON KOREA CO., LTD",티씨케이,"쯔지 마사후미, 박영순 (각자대표)",K,1346110007844,1258119772,경기도 안성시 미양면 개정산업단지로 71-,www.tck.co.kr,,(031)677-0277,031-677-0276,23999,19960807,12
82,00392691,(주)필링크,064800,20191209,"FEELINGK. CO.,Ltd",필링크,"김상재, 서영운",K,1101111931230,1198137606,"서울특별시 영등포구 영등포로 272 (영등포동3가, 젬백스링크타워) -",www.feelingk.com,,02-2102-7313,02-2102-7345,474,20000406,12
83,00152437,(주)케이프,064820,20191226,CAPE INDUSTRIES LTD.,케이프,정 형 석,K,1801110051770,6218122339,경상남도 양산시  상북면 양산대로 1303,www.cape.co.kr,,055-370-1234,055-370-1239,31114,19831226,12
84,00331016,(주)에프앤가이드,064850,20200116,FnGuide Inc.,에프앤가이드,"김군호, 이철순(각자대표)",N,1101112017922,2208191972,서울특별시 강서구 마곡중앙2로 61,www.fnguide.com,http://corp.fnguide.com/fng/index.fng,02-769-7700,02-769-7788,661,20000705,12
85,00398792,S&T모티브(주),064960,20191210,"S&T MOTIV CO., LTD",S&T모티브,김형철,Y,1801110396069,6218147887,부산광역시 기장군  철마면 여락송정로 363,www.sntdaewoo.com,,051-509-2114,02)3497-4060,303,20020206,12
86,00258102,(주)지엔코,065060,20190806,"Great New wave Coming Co., Ltd.",지엔코,김석주 장지혁 (각자대표이사),K,1101111421257,2208145177,서울특별시 송파구  동남로4길 41 지엔코빌딩,"www.gnco.co.kr,www.thursdayisland.com",,(02)2185-8510,(02)539-2220,141,19970531,12
87,00366845,(주)탑엔지니어링,065130,20190225,Top Engineering Company Limited,탑엔지니어링,"김원남,류도현(공동)",K,1760110007937,5138107376,경상북도 구미시  고아읍 농공단지길 53-17,www.topengnet.com,,031-8039-1000,054-482-0346,29272,19931113,12
88,00390860,(주)엠피그룹,065150,20191211,MP Group Inc.,MP그룹,김흥연,K,1101111194739,2148193179,서울특별시 서초구  효령로 132 미피하우스,www.mrpizza.co.kr,www.mrpizza.co.kr,02-596-3300,02-591-0002,463,19950907,12
89,00384717,(주)넥스트비티,065170,20190719,"NEXT BT Co., LTD.",넥스트BT,김 창 균,K,1545110007397,3038113820,충청북도 음성군 삼성면 대양로 193-12,www.nextbt.co.kr,,02-3401-4490,02-400-5796,463,19950217,12
90,00136226,신성델타테크(주),065350,20190226,"SHINSUNG DELTA TECH CO., LTD",신성델타테크,"구 자 천, 문 준 명",K,1942110003096,6098107658,경상남도 창원시 성산구  공단로271번길 39 신성델타테크(주),www.ssdelta.co.kr,,055-260-1000,055-285-1628,28519,19871109,12
91,00374738,(주)위세아이텍,065370,20190219,"WISE iTech Co., Ltd.",위세아이텍,김종현,K,1101110723969,2148121976,"경기도 성남시 분당구 판교로 253, 판교이노밸리 C동 5층  ;",www.wise.co.kr,,02-6246-1400,02-6246-1415,58221,19900927,12
92,00120906,(주)에스아이리소스,065420,20191209,"SI RESOURCES CO.,LTD.",에스아이리소스,Ten Sun Ok(전순옥),K,1701110031873,5038108816,서울특별시 종로구 새문안로 68 9층,www.siresource.co.kr,,02-780-2388,02-780-5626,051,19870821,12
93,00390514,(주)이루온,065440,20190522,ELUON Corporation,이루온,"이승구, 이영성 (각자 대표이사)",K,1101111538664,2148623042,경기도 성남시 분당구 대왕판교로 660 유스페이스1 A동 9층 905호,eluon.com,,070-4489-1000,031-628-1940,58221,19980423,12
94,00385363,(주)빅텍,065450,20200121,"VICTEK. Co., Ltd.",빅텍,임만규,K,1341110048674,1238139826,경기도 이천시  마장면 덕이로 180-31,www.victek.co.kr,,(031)631-7301,031-631-7311,27211,19960109,12
95,00300405,(주)오리엔트정공,065500,20191211,Orient Precision Industries Inc.,오리엔트정공,"장재진, 박영동",K,1812110008083,6208101651,경상북도 구미시 수출대로 9-1 26-5(공단동),www.orientpi.co.kr,,031-730-6707,031-730-6793,303,19870625,12
96,00398668,(주)휴비츠,065510,20190304,"Huvitz Co., Ltd.",휴비츠,김현수,K,1341110065636,1238148801,경기도 안양시 동안구 부림로 170번길 38 (관양동),www.huvitz.com,,(031)442-8868,0314779021,27199,19990427,12
97,00250137,한국전파기지국(주),065530,20190401,KRTnet Corporation,전파기지국,"장석하, 김문환(각자대표이사)",K,1101111359630,2148612657,서울특별시 송파구 법원로11길 28 BK타워 11층,www.krtnet.co.kr,,(02)2077-3114,02-431-3116,61299,19961230,12
98,00393469,(주)녹원씨엔아이 ,065560,20191211,"Nokwon Commercials & Industries, Inc.",녹원씨엔아이,"정유석, 구세현 (공동 대표이사)",K,1101110529747,2148113888,경기도 파주시 신촌2로 7-12 -,www.nokwonci.co.kr,,02-2025-6500,02-2025-6511,181,19870507,12
99,00288343,삼영이엔씨(주),065570,20191231,"Samyung ENC Co., Ltd.",삼영이엔씨,"황혜경, 이선기",K,1801110172667,6018126156,부산광역시 영도구  상리로 69,www.samyungenc.com,,(051)601-6666,02-569-6243,26429,19950206,12
100,00201788,(주)제낙스,065620,20191211,JENAX Inc.,제낙스,정덕채,K,1846110004684,6228104426,경상남도 김해시 생림면 생림대로928번길 10-58 -,jenaxinc.com,,051-804-6500,051-803-4400,24123,19910618,12
101,00391197,(주)메디프론디비티,065650,20191230,"Medifron DBT Co., Ltd.",메디프론,"노기선,장대용",K,1101111390816,2038123576,"서울특별시 강서구 양천로 583 에이동 702호(염창동,우림블루나인비즈니스센터)",medifon.com,,02-545-9277,02-545-9288,465,19970318,12
102,00631837,(주)안트로젠,065660,20190717,"ANTEROGEN CO., LTD.",안트로젠,이성구,K,1101111909906,1088121711,"서울특별시 금천구 디지털로 130, 405호(가산동, 남성플라자)",www.anterogen.com,,02-2104-0391,02-2104-0393,467,20000316,12
103,00390903,(주)우주일렉트로닉스,065680,20190228,"UJU ELECTRONICS CO., LTD",우주일렉트로,노영백,K,1348110043711,1248165313,경기도 화성시  양감면 초록로532번길 61,www.uju.com,,031-371-3700,(031)371-3800,2629,19990816,12
104,00384762,(주)파커스,065690,20190530,"PAKERS CO., Ltd.",파커스,박창식,K,1201110041327,1228116892,충남 천안시 성거읍 천흥리316-4,www.xleds.co.kr,,02-3443-5360,041-522-5370,261,19870623,12
105,00220622,서호전기(주),065710,20190528,"Seoho Electric Co.,Ltd.",서호전기,김승남,K,1101110591928,1238126054,경기도 안양시 동안구  귀인로 9,www.seoho.co.kr,,(031)463-6612,(031)468-3311,28123,19880923,12
106,00303703,(주)씨에스,065770,20190819,CS CORPORATION,CS,최규훈,K,1101111644809,2158174874,경기도 성남시 분당구 판교로228번길 15 윈스동 10층 (삼평동 판교세븐벤처밸리1),www.cs-holdings.co.kr,,031-622-3200,031-622-3330,2642,19990203,12
